
[SHEET: Clarifications]
NR | Publish date | QUESTION | RESPONSE
1 | 2026-08-05 00:00:00 | The Find a Tender notice states the budget is £78,000 ex VAT. Please can you confirm this is the correct budget? | Please note that there is an error in the notice: it is 65000 +VAT (78000 including VAT)
2 | 2026-08-05 00:00:00 | Response template. Can you confirm that the word limit is 500 words in all sections and that this word limit will be applied in selection? | There is some flexibility, but a hard stop at 1000 words
3 | 2026-08-05 00:00:00 | The RfP reads as though the British Council is looking for a more or less full time consultant for a year to work alongside in-house teams. Is that true or is this more of a traditional external consulting project with most likely a multi-person team? | We're open to both kind of proposals. 
4 | 2026-08-20 00:00:00 | Could you please advise if there is a word limit for the "Methodology and Approach" section, (MA01)? | Please, limit the response to max 1000 words
5 | 2026-08-24 00:00:00 | Clarification regarding Annex 3 – Pricing Approach.
The bidder instructions state that suppliers should complete both the “Requirements Costs” tab and the “Rate Card and Resources” tab, and also refer to the “Travel & Subsistence” tab.
However, in the Annex 3 pricing workbook available to me, I can see the Requirements Costs section, but I cannot locate the Rate Card and Resources tab.
Could you please confirm whether the Rate Card and Resources tab is included in the version of Annex 3 that bidders are expected to complete, and if so, could you please provide the relevant tab/workbook? | This is an error in the Pricing Approach, as in I forgot to delete the instructions related to the tabs you mention. There are no such tabs, the pricing approach is "as is".
Price should incluide everything
6 | 2026-08-25 00:00:00 | Question 1
The specification asks us to evidence returns "to the UK" and to maximise "fiscal and soft power returns," while also requiring understanding of ODA frameworks and "measuring economic welfare in low- to middle-income countries." These point at different beneficiaries and would require different methodologies.
Could you confirm which of the following is the primary objective:
(a) Value the return to the UK (exchequer, UK creative economy, and soft-power/influence) or
(b) Value the economic welfare generated in the artists' home/partner economies as the primary quantity, with UK return secondary.
If both are in scope, could you indicate which takes priority? | Both are in scope but a should take priority.
7 | 2026-08-25 00:00:00 | The specification frames the object of valuation in more than one way. It refers to:
• the four named commissions (Argentina, China, Senegal, UK)
• the wider 'international art and technology sector', described globally and going beyond the four commission hosts,
• and, via the requirements for additionality, market-failure and counterfactual analysis, and 'risks of non-intervention', the value of intervention in the sector.
Please could you confirm which is the intended valuation lens:
(a) A valuation of the four commissions as worked case studies, plus a transferable methodology/framework that can be extended to other countries
(b) A global, sector-level economic valuation (inc methodology) as the headline output, with the four commissions used as illustrative inputs.
(c) A valuation of returns on investment / intervention in this sector (inc methodology) (evidenced by the commissions and/or other evidence) | The four commissions should be taken as case studies indicative of the wider art-tech sector. So either a or b.
8 | 2026-09-03 00:00:00 | Would you accept cover levels of £5 million each for PI, PL and EL? | I cannot give a definitive number, because it depends on the risk the business considers acceptable, but I can definitely say that we are open to discuss and adjust the insurance levels
9 | 2026-09-03 00:00:00 | Schedule 1 of Annex 1 requires £10m Professional Indemnity insurance. Can the British Council confirm whether this level is mandatory for this commission, or whether a lower level proportionate to contract value and risk would be accepted | Same answer as above
10 | 2026-09-03 00:00:00 | Can the British Council provide a summary of the quantitative and qualitative data already available for the four artist innovation commissions, including budgets, delivery data, partner evidence, follow-on investment, IP/technology developement and audience/participant data?  | The four commissions are currently still underway. The grants for each of the four commissions was around £100k-120k.
11 | 2026-09-03 00:00:00 | For the counterfactual analysis, does the British Council expect formal econometric or quasi-experimental analysis, or would a Green Book-aligned constructed counterfactual and additionality assessment be acceptable given the nature and scale of the commissions?  | The latter: formal econometric analysis, not Green Book-adjacent.
12 | 2026-09-03 00:00:00 | Beyond the four commissions, does the British Council expect the supplier to undertake original primary research across the wider international Art and Tech sector, or primarily to draw on existing evidence, comparator programmes and funding data  | The latter. As we stated in the brief, the four commissions are to be viewed as case studies. We would like to understand what the value of our work, supporting the art and tech sector.
13 | 2026-09-03 00:00:00 | Will the successful supplier be given access at mobilisation to the British Council’s existing prosperity framework, Return on Influence measures and relevant FCDO monitoring and evaluation frameworks referenced in the specification?  | Yes.
14 | 2026-09-03 00:00:00 | Should bidders assume that engagement with international artists and partners can be conducted remotely unless otherwise agreed, or should provision for international travel be included within the fixed price? | We would expect engagement to be remote
15 |  | Who are the principal intended users of the Economic Valuation Toolkit after completion: the Digital Innovation in the Arts team, wider British Council Arts teams, corporate M&E colleagues, or external partners? Should the toolkit be designed for independent use by non-economists? | Everyone across the British Council and yes re: non-economists
16 | 2026-09-03 00:00:00 | Should the Gap Analysis & Investment Framework primarily inform future British Council commissioning decisions, or is it also expected to provide recommendations for wider UK public investment in the Art and Tech sector? | The former
17 |  |  | 
[END SHEET: Clarifications, 18 rows]


[SHEET: Categories]
Material groups |  | MG Category | MG Name 2 | Material number  | MG Name 1 | Material name  | Material Group / Material Group Description |  | Name | Range Address
S/W engineering |  | PROFESSIONAL SERVICES-INSURANCE | INS: Public Liability/General Liability | 8413160700 | Public/Gen liability | Public/Gen liability | Insurance services for Public / General Liability policies excludes BC staff workers' insurance (84131605). |  |  | 
Safety & Protection |  | PROFESSIONAL SERVICES-INSURANCE | INS: Directors & Officers insurance | 8413161100 | Directors insurance | Directors insurance | Insurance services for Director's and Officer's insurance policies. This is for staff living abroad and is part of their remuneration package.  For travel insurance use 84131517. |  |  | 
Security CCTV system |  | PROFESSIONAL SERVICES-INSURANCE | INS: Health and Life and accident Insurance | 8413160000 | Health and Life ins | Health and Life ins | Insurance services for health, life and accident insurance policies. |  |  | 
Security device main |  | PROFESSIONAL SERVICES-LEGAL | LEG: Notarial services,Notarisation of docs,apostilling cost | 8012161200 | Notarial services | Notarial services | Notarial charges.  Fees for provision of notarial services, charges for apostilling and/or notarisation of documents. |  |  | 
Security external |  | PROFESSIONAL SERVICES-LEGAL | LEG: Company registration authority fees | 8012161300 | Governance reg fees | Governance reg fees | Registration fees.  Fees payable to company registration authorities for registering branches and subsidiaries,  one off fees for registering corporate changes. |  |  | 
Security internal |  | PROFESSIONAL SERVICES-LEGAL | LEG: Fees for courts or tribunals, fines, appeals | 9210180000 | Court fees | Court fees | Court system.  Fees payable to courts or tribunals; sheriffs services; civil case court costs; criminal case costs or fines;  costs for filing appeals or for judicial review. |  |  | 
Security Intr alarm |  | PROFESSIONAL SERVICES-LEGAL | LEG: Legal cases, disputes, mediations | 9211150100 | Settlement payments | Settlement payments | Settlement payments in connection with legal cases, disputes, mediations, conciliations, negotiations. |  |  | 
Security search equi |  | PROFESSIONAL SERVICES-LEGAL | LEG: External investigation services | 9212160000 | Investigative serv | Investigative serv | Fees payable for external investigation services to support legal, regulatory or audit investigations. |  |  | 
Service management |  | PROFESSIONAL SERVICES-OTHER | PRO: External project managment consultancy services | 8010160000 | Project Mgmt Service | Project Mgmt Service | Project Management consultancy services to deliver client facing projects. Not in-house consultancy services. For in-house consultancy use mar/coms, IT, HR, legal, security consultancy material groups.  |  |  | 
Serviced office spac |  | PROFESSIONAL SERVICES-OTHER | PRO: Invigilator fees | 8610000300 | Invigilator fees | Invigilator fees | Invigilator fees. For travel cost reimbursement use 78110000 |  |  | 
Settlement payments |  | PROFESSIONAL SERVICES-OTHER | PRO: Exam markers fees | 8610000500 | Markers fees | Markers fees | Fees for marking exam papers. For travel cost reimbursement use 78110000 |  |  | 
Short term cons |  | PROFESSIONAL SERVICES-OTHER | PRO: Agency fees for Lease, Rent, Sale | 8013000000 | Real estate services | Real estate services | Real estate services. Agency charges to lease, rent, sale of office and residential properties; "finding fee". |  |  | 
Software |  | PROFESSIONAL SERVICES-OTHER | PRO: Charges for services, management/handling fees. | 8016150000 | Service management | Service management | Service management fees. Agents' commission; admin charge for services, management fee, Handling fees. |  |  | 
Software maintenance |  | PROFESSIONAL SERVICES-OTHER | PRO: Examiner fees | 8610000100 | Examiners fees | Examiners fees | Examiners fees. For travel cost reimbursement use 78110000 |  |  | 
Speakers/presenters |  | PROFESSIONAL SERVICES-OTHER | PRO: Digital data analysis for management information | 8111170000 | Data analysis serv | Data analysis serv | Digital data analysis for management information business insight. Not Market research (80141500). |  |  | 
Speech writing |  | RESIDENTIAL | RES: Staff Driver, Gardener, Domestic services | 9100000000 | Staff domestic serv | Staff domestic serv | Cost of BC staff domestic services, driver, gardener, domestic help. |  |  | 
Sports Equipment |  | RESIDENTIAL | RES: RD Residential flat/house furnishing and appliances | 5610140200 | RD Resident furnit | RD Resident furnit | Regional Directors only: Non office -flat & house furnishings: rugs; mats; vinyl; carpet protector; bedclothes; table & kitchen linen and accessories; all towels; curtains; blinds; shutters; curtain rods; rings and clips;  bathroom appliances; kitchenware; cookware; bake ware; dishes. Accommodation furniture: beds; chairs; tables; sofas; storage cabinets; wardrobe; draws; outdoor furniture and storage.  |  |  | 
Sports sponsorship |  | RESIDENTIAL | RES: RD residential equipment and appliances | 5610140400 | RD Residential equp | RD Residential equp | Regional Directors' residential equipment only: refrigerator; freezer, microwave oven; toaster; dishwasher; kettle;  laundry appliances and supplies, appliance storage; audio and visual equipment, televisions, stereo systems, radios, video players or recorders. If expenditure qualifies as a fixed asset follow the fixed asset PO process. |  |  | 
Staff entertainment |  | RESIDENTIAL | RES: RD residential rental services | 8013150700 | RD Residential srvc | RD Residential srvc | Regional Directors' residential accommodation non-rent services: other charges associated with accommodation rental or leasing, e.g. sink fund, condominium charges. |  |  | 
Staff language train |  | RESIDENTIAL | RES: RD Driver, Gardener, Domestic services | 9100000100 | RD domestic serv | RD domestic serv | Regional Directors' domestic services, driver, gardener, domestic help. |  |  | 
Staff medical serv |  | RESIDENTIAL | RES: RD residential rental charges | 8013150400 | RD Residential rent | RD Residential rent | Regional Directors' residential accommodation: rent, lease charges. |  |  | 
Staff training & dev |  | RESIDENTIAL | RES: Staff settling in allowance | 8011150600 | Relocation allowance | Relocation travel | Staff relocation allowance, settling in allowance. Not Regional Directors (80131504). For travel relocation costs use 78101804. |  |  | 
Stationery |  | RESIDENTIAL | RES: RD staff settling in allowance | 8011150900 | RD Relocation allow | RD Relocation travel | Regional Directors' relocation allowance, settling in allowance. For travel relocation costs use 78101804. |  |  | 
Statutory accounting |  | RESIDENTIAL | RES: Overseas staff NI contribution | 8011000100 | Other creditors: DSS | Other creditors: DSS | Overseas staff national insurance contribution. |  |  | 
Storage - not docs |  | RESIDENTIAL | RES: Staff travel relocation costs | 7810180400 | Relocation travel | Relocation travel | BC staff travel relocation services. International cargo transport: air, ship, rail, truck transportation. Freight charges for relocation of personal effects e.g. furniture, equipment; excess baggage allowance. For relocation, settling in allowance use 80111506. |  |  | 
Strategic & BI cons |  | RESIDENTIAL | RES: RD staff travel relocation costs | 7810180500 | RD Relocation travel | RD Relocation travel | Regional Director travel relocation services. International cargo transport: air, ship, rail, truck transportation. Freight charges for relocation of personal effects e.g. furniture, equipment; excess baggage allowance. For relocation, settling in allowance use 80111509. |  |  | 
Tax accounting |  | RESIDENTIAL | RES: Residential flat/house furnishing and appliances | 5610000000 | Resident furniture | Resident furniture | Non office - flat & house furnishing. Not for Regional Directors (56101402): rugs; mats; vinyl; carpet; bedclothes; table & kitchen linen and accessories; towels; curtains; blinds; shutters; curtain rods; rings and clips;  bathroom appliances; kitchenware; cookware; bake ware; dishes. Accommodation furniture: beds; chairs; tables; sofas; storage cabinets; wardrobe; draws; outdoor furniture and storage. If expenditure qualifies as a fixed asset follow the fixed asset PO process. |  |  | 
Tax advisory serv |  | RESIDENTIAL | RES: Staff residential equipment and appliances | 5610140300 | Residential equp | Residential equp | Residential equipment. Not for Regional Directors (56101404); refrigerator; freezer; microwave oven; toaster; dishwasher; kettle;  laundry appliances and supplies, appliance storage; audio and visual equipment, televisions, stereo systems, radios, video players or recorders. If expenditure qualifies as a fixed asset follow the fixed asset PO process. |  |  | 
Taxicab services |  | RESIDENTIAL | RES: Staff residential rental services | 8013150600 | Residential service | Residential service | BC residential staff building maintenance service; other charges associated with rental or leasing like: sink fund, condominium charges. |  |  | 
Teacher services |  | RESIDENTIAL | RES: Staff residential rental charges | 8013150100 | Residential rental | Residential rental | BC staff residential accommodation: rent, lease charges. |  |  | 
Teaching Aids |  | SCHOLARSHIPS | SCHOLARSHIP: BOND | Multiple materials available | Sch'shp:British O/S | Multiple materials available | This material group must only be used for scholarship project management. It requires the PO creator to choose a relevant Material for this Material Group. |  |  | 
TEFLQ Training |  | SCHOLARSHIPS | SCHOLARSHIP: Commonwealth Awards | Multiple materials available | Commonwealth Awards | Multiple materials available | This material group must only be used for scholarship project management. It requires the PO creator to choose a relevant Material for this Material Group. |  |  | 
Temporary staff covr |  | SCHOLARSHIPS | SCHOLARSHIP: General | Multiple materials available | Scholarship: General | Multiple materials available | This material group must only be used for scholarship project management. It requires the PO creator to choose a relevant Material for this Material Group. |  |  | 
TEYL Training |  | SCHOLARSHIPS | SCHOLARSHIP: Tullow | Multiple materials available | Tullow | Multiple materials available | This material group must only be used for scholarship project management. It requires the PO creator to choose a relevant Material for this Material Group. |  |  | 
Trade mark |  | SCHOLARSHIPS | SCHOLARSHIP: United Nations(UN) | Multiple materials available | Scholarship: UN | Multiple materials available | This material group must only be used for scholarship project management. It requires the PO creator to choose a relevant Material for this Material Group. |  |  | 
Train costs |  | SECURITY | SEC: Smoke detectors, Fire alarms/Extinguishers | 4619000000 | Fire protect/prevent | Fire protect/prevent | Purchase of smoke detectors; heat detectors; fire alarm systems; fire extinguishers; fire sprinkler systems; fire blankets; fire escape equipment. |  |  | 
Training Examrs Loc |  | SECURITY | SEC: Security intruder alarm system | 9212170000 | Security Intr alarm | Security Intr alarm | Alarm systems; doors chimes, sirens, buzzers, motion detectors, convex security mirrors, gas detectors, radar detectors. Expenditure that qualifies as a fixed asset follow the fixed asset PO process. |  |  | 
Training services |  | SECURITY | SEC: X-ray baggage/postal scan, metal detectors | 4617160000 | Security search equi | Security search equi | Metal detection arch, x-ray baggage scanner, x-ray postal scanner, hand held magnetic detector, finger print reader.  If expenditure qualifies as a fixed asset follow the fixed asset PO process. |  |  | 
Transit advertisin |  | SECURITY | SEC: Security external structures, barriers, bollards | 4600000000 | Security external | Security external | Rising arm barrier, fixed bollards, rising bollards, concrete planters, concrete structures, blast wall, barbed/razor wire, perimeter fence, defensive ditch, security gates, one way turnstile. If expenditure qualifies as a fixed asset follow the fixed asset PO process. For security internal structures use 46171500. |  |  | 
Transport other |  | SECURITY | SEC: CCTV Cameras, Monitors, Cabling | 4617161000 | Security CCTV system | Security CCTV system | CCTV Cameras, lenses, monitors, cabling, IR lighting, fibre optic cabling, co-axial cabling, multiplex recording device, control equipment.  If expenditure qualifies as a fixed asset follow the fixed asset PO process. |  |  | 
Travel agents serv |  | SECURITY | SEC: Purchase of AACS software, swipe/proximity readers | 4617161900 | Security AACS | Security AACS | Purchase of: AACS software, swipe/proximity readers, key pads, green break glass device, magnetic locks, electric strikes, solenoid locks, motorised locks, request to exit buttons, proximity/swipe cards, cabling, power supplies, control equipment, emergency lock down button, video intercom/access system. |  |  | 
Travel allowance |  | SECURITY | SEC: Fire fighting training | 8610171100 | Fire fighting traing | Fire fighting traing | BC staff fire fighting training, emergency training, evacuation training. BC staff should claim travel and accommodation costs via the T&E process. |  |  | 
Travel documents |  | SECURITY | SEC: Maint & repair of security devices and software | 4600000100 | Security device main | Security device main | Maintenance and repair of any security, safety or fire protection equipment, devices or software, backup batteries for security alarm systems. |  |  | 
Travel insurance |  | SECURITY | SEC: Protective clothing, Support aids | 4618000000 | Safety & Protection | Safety & Protection | Personal safety and protection: protective aprons, vests, coveralls, gloves, knee pads, safety vests fire retardant apparel safety sleeves, safety footwear face and head protection (hard hats, shields, safety helmets, motorcycle helmets, goggles, hearing protectors, respiratory protection (gas masks )antistatic equipment and suppliers ergonomic support aids (elbow supports, back support rests, wrist braces, foot rests). |  |  | 
Travel reimbursement |  | SECURITY | SEC: Alternative workplace, add bandwidth, bus critical supp | 7210150400 | Disaster proofing | Disaster proofing | Alternative workplace suppliers, additional bandwidth, storage of business critical supplies, battle boxes. |  |  | 
TV, Radio, Cable TV |  | SECURITY | SEC: Security Doors, Locks, Cabinets, Safes | 4617150000 | Security internal | Security internal | Security doors, ballistic doors, security locks (padlocks, keys), locksmiths, security cabinets, paper shredders, teller screens, ballistic glazing and framing, secure room structures, anti-shatter film, blast resistant glazing systems, push button code locks, safes, security shutters, security chains; key chains or key cases; door guards. For security external structures use 46000000. |  |  | 
Two-way radio, Pager |  | SECURITY | SEC: Police guarding and close protection services | 9210150000 | Police services | Police services | Police services; special weapons; tactics SWAT or riot teams; police guarding and close protection services. |  |  | 
UK Healthcare svc |  | SECURITY | SEC: Fire prevention and advisory services | 9210160000 | Fire consultancy ser | Fire consultancy ser | Fire services: all specialist fire consultancy and advisory service including municipal or national fire fighting services; volunteer fire department services; fire prevention services; fire prevention training services. |  |  | 
UK Staff child schl |  | SECURITY | SEC: Guards & Security personnel services | 9212150000 | Manned guarding  | Manned guarding | Guards and security personnel services. Guard services; armoured car services; burglary protection; guard dog rental; security guard services. |  |  | 
Vehicle maint/repair |  | SOFTWARE | S/W: Bespoke design of software | 8111150000 | S/W engineering | S/W engineering | Bespoke design of software, including programmers' charges. Mainframe software applications design, personal computer PC application design, systems integration design, application programming services, operating system programming services, client or server programming services, ERP or database applications programming services, application implementation services. If expenditure qualifies as a fixed asset follow the fixed asset PO process. |  |  | 
Vehicle rent & lease |  | SOFTWARE | S/W: Software Purchase | 4323000000 | Software | Software | Software purchase,  software licences; software patches or upgrades; business function specific software: helpdesk or call center software, procurement software, HR software, planning logistics software, project management software, inventory software, expert system software, sales and marketing/Comms software, finance accounting and enterprise resource planning software, accounting software, tax preparation software, financial analysis software, time accounting software,  computer game or entertainment software, music or sound editing software; content authoring and editing software: pattern design software, graphics or photo imaging software, content management software; development software; network applications software; security and protection software; video conferencing software. |  |  | 
Venue hire |  | SOFTWARE | S/W: Maintenance & support of software applications | 4323000100 | Software maintenance | Software maintenance | Maintenance & support of software applications. For purchase of software use 43230000. |  |  | 
Venue hire EXM P&P |  | TELECOMS HARDWARE | TCH: Purchase of mobile phones, accessories | 4319150100 | Mobile phones | Mobile phones | Purchase of mobile phones, accessories. Not bills (81161700). |  |  | 
Visa International |  | TELECOMS HARDWARE | TCH: Purchase of fixed phones | 4319150400 | Fixed phones | Fixed phones | Purchase of  fixed phones, answering machines, fax machines, digital and analogue telephones and accessories. Not bills (81161700). |  |  | 
Waste & Recycling |  | TELECOMS HARDWARE | TCH: Purchase of two way radios & pagers | 4319151000 | Two-way radio, Pager | Two-way radio, Pager | Purchase of two way radios, walkie talkie and pagers and accessories, Not bills (81161700). |  |  | 
Water and Sewerage |  | TELECOMS HARDWARE | TCH: Comms devices, accessories | 4319150000 | Communication device | Communication device | Communications device accessories: Phone cards; handsets; headsets; phone holders; mounts or stands, Public Announcement (PA) systems, Wi-Fi routers. |  |  | 
Web hosting |  | TELECOMS HARDWARE | TCH: Voice, Multimedia network equip & accessories | 4322000000 | Multimedia network | Multimedia network | Data Voice or Multimedia Network Equipment and Accessories, e.g. teleconferencing console, autodialers, telephone dial backup units, telephone line sharing devices, telephone line status monitors, telephony equipment service observing units, voice mail systems, teleconference equipment, intercom systems, telephone entry systems, digital subscriber loop DSL access equipment and components and accessories, television core equipment, television access equipment, radio access equipment, satellite access equipment, antennas, firewall network security equipment; VPN network security equipment, networked gateway; network routers; internet service node start-up kits; cache engine equipment; network service concentrators or hubs, network switches, video networking equipment modems, broadband digital DCX equipment, telephony equipment and accessories, mobile messaging platforms, multimedia service center, video stream system, datacom and network connectivity installation devices and equipment. If expenditure qualifies as a fixed asset follow the fixed asset PO process. |  |  | 
Website design |  | TELECOMS SERVICES | TCS: Phone bills for mobile, telephone calls | 8116170000 | Phone bills | Phone bills | Mobile, fixed phone line, pager charges, telephone call bills. |  |  | 
Website maint |  | TELECOMS SERVICES | TCS: VPN, VoIP, X75, X25, Webinar charges | 8311150600 | Global conferencing | Global conferencing | Telecommunications that provide computer networking services worldwide. Virtual private network (VPN), leased lines, audio and video conferencing network set up and charges, VoIP with leased lines. global crossing, level3, webinars, X75 managed network services,X25 managed network services. |  |  | 
Welfare services |  | TELECOMS SERVICES | TCS: Call centre Services | 8311150700 | Call centre services | Call centre services | External charges for call centre services to manage enquiries for client funded programmes, Exams and Teaching Centre |  |  | 
Written translations |  | TELECOMS SERVICES | TCS: TV, radio, cable TV service charges | 8311000000 | TV, Radio, Cable TV  | TV, Radio, Cable TV | Office TV, radio, cable TV service charges. For office equipment purchase use 44100000, for maintenance use 44100001. |  |  | 
 |  | TRAVEL | TRV: Eating and drinking establishments services | 9010000000 | Restaurant costs | Restaurant costs | Eating and drinking establishments e.g. restaurants; bar bills; fast food establishments; for third party entertainment  This is used for when beneficiaries are taken to a restaurant.  Not to be used for staff travelling costs. For catering costs use 90150000. |  |  | 
 |  | TRAVEL | TRV: Flight tickets booked via travel agent | 7811150000 | Flight Costs | Flight Costs International | Cost of flight tickets charged to a travel provider airfare, airport taxes. Reimbursement for flight ticket should be charged to 78110000. BC staff should claim travel reimbursement costs via T&E process. |  |  | 
 |  | TRAVEL | TRV: Freight charges, Cargo services. Not staff | 7814150100 | Freight forwarders | Freight forwarders | Freight forwarding services: freight charges; cargo services including insurance and non residential/passenger transportation of goods and furniture. For residential moves use 78101804 or 78101805.  For passenger transport use relevant material group. |  |  | 
 |  | TRAVEL | TRV: Reimbursement of travel costs incurred by non-BC staff | 7811000000 | Travel reimbursement | Travel reimbursement | Reimbursement for travel costs incurred by Consultants, Students, Trainers, Teachers. BC staff should claim travel and accommodation costs via the T&E process. |  |  | 
 |  | TRAVEL | TRV: Travel cards, boat tickets booked via agent | 7811200000 | Transport other | Transport other | Cost of other transport charged to a travel provider, e.g. by boat; travel tickets; travel cards . Reimbursement for travel costs should be charged to 78110000. |  |  | 
 |  | TRAVEL | TRV: Train, Underground, Tube, Metro booked via agent | 7811160000 | Train costs | Train costs | Cost of underground, tube, metro & train tickets charged to a travel provider. Reimbursement for train tickets should be charged to 78110000. BC staff should claim travel reimbursement costs via T&E process. |  |  | 
 |  | TRAVEL | TRV: Bus services booked via agent | 7811180300 | Bus services | Bus services | Cost of bus, coach, chartered bus charged to a travel provider.  |  |  | 
 |  | TRAVEL | TRV: Taxicab Services | 7811180400 | Taxicab services | Taxicab services | Taxi, private car transport services. Reimbursement for taxi costs should be charged to 78110000. |  |  | 
 |  | TRAVEL | TRV: Cust brokerage serv, tax/duty charge for release of gds | 7814150200 | Customs clearance | Customs clearance | Customs brokerage services, customs tax/duty charge for release of goods. |  |  | 
 |  | TRAVEL | TRV: Car park fees reimbursement - travel use only | 7818030300 | Car park reimburse | Car park reimburse | Car parking reimbursement for travel use only.  Not to be used for office parking (78111807). |  |  | 
 |  | TRAVEL | TRV: Travel/Tour agent management fees | 9000000000 | Travel agents serv | Travel agents serv | Travel agents service charges: travel agent management fee, tour arrangement service fee; chartering services. |  |  | 
 |  | TRAVEL | TRV: Hotel & Lodgings accommodation costs | 9011000000 | Hotel/accommodation | Hotel/Accomodation | Costs of hotel and lodgings accommodation charged to accommodation provider: hotels, lodges, bed & breakfast inns, cottage rental services.  Reimbursement for accommodation use 78110000. BC staff should claim travel and accommodation costs via the T&E process. |  |  | 
 |  | TRAVEL | TRV: Meal, subsistence, travel allowance to BC beneficiaries | 7811200100 | Travel allowance | Travel allowance | Meal allowance, meal cost reimbursements, subsistence paid out to BC beneficiaries. For scholarship award holder use appropriate scholarship material. |  |  | 
 |  | TRAVEL | TRV: Visa &Travel document assistance: visa, passport, ID | 9012160000 | Travel documents | Travel documents | Visa &Travel document assistance costs: visa, passport, ID. |  |  | 
 |  | TRAVEL-VEHICLE | TRV: Office used car park charges/fees | 7811180700 | Office parking fees | Office parking fees | Car parking charges/fee for office use only - excluding car parking for travel (78180303). |  |  | 
 |  | TRAVEL-VEHICLE | TRV: Vehicle maintenance and repair services | 7818010000 | Vehicle maint/repair | Vehicle maint/repair | Vehicle maintenance and repair services for vehicles owned by British Council. E.g. vehicle body repair or painting services, transmission repair, oil or transmission fluid change services, landing gear repair, vehicle inspection services; purchase of vehicle components and systems, e.g. defrosting and defogging systems; braking systems and components; wheels and wheel trims and tires; suspension system components; vehicle safety and security systems and components; vehicle doors, windows and windshields; windshield wipers; bumpers; mirrors; vehicle lighting; electrical components; vehicle seating systems; steering systems.  |  |  | 
 |  | TRAVEL-VEHICLE | TRV: FUEL - GAS/PETROL FOR VEHICL | 7818030100 | Fuelling of vehicles | Fuelling of vehicles | Petrol/fuel for BC leased or owned vehicles. For travel related reimbursement of petrol/fuel costs, use 78110000. |  |  | 
 |  | TRAVEL-VEHICLE | TRV: Purchase of motor vehicles | 2510000000 | Motor vehicles | Motor vehicles | Purchase of motor vehicles. If expenditure qualifies as a fixed asset follow the fixed asset PO process. |  |  | 
 |  | TRAVEL-VEHICLE | TRV: Bicycles; non-motorised vehicles |  | Non-motor vehicles |  | Purchase of non motorized vehicles: unicycles; tandem; mountain; racing; children's bicycles. If expenditure qualifies as a fixed asset follow the fixed asset PO process. |  |  | 
 |  | TRAVEL-VEHICLE | TRV: Rental/Leasing of vehicles | 7811180800 | Vehicle rent & lease | Vehicle rent & lease | Rental/Leasing of vehicles, e.g. buses, vans, cars. |  |  | 
 |  | UTILITIES | FCL: RD residential utilities services | 8310000200 | RD Residential utili | RD Residential utili | Regional Director residential charges for gas, electricity, water charges. |  |  | 
 |  | UTILITIES | FCL: Staff residential utilities services | 8310000100 | Residential util svc | Residential util svc | BC staff residential charges for gas, electricity, water charges. Not for Regional Directors (83100002). |  |  | 
 |  | UTILITIES | FCL: Water and sewerage charges | 5020230100 | Water and Sewerage  | Water and Sewerage | BC premises charges for water:  Water and sewerage supply and services charges. |  |  | 
 |  | UTILITIES | FCL: Oil and gas supply charges | 8310160000 | Oil and gas utilitie | Oil and gas utilitie | BC premises charges for oil and gas supply and services. |  |  | 
 |  | UTILITIES | FCL: Supply of electricity charges | 8310180000 | Electric utilities | Electric utilities | BC premises charges for electricity supply and services. |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
 |  |  |  |  |  |  |  |  |  | 
